time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1936-11-02T20:45:57.430Z,38.279,142.235,35,7.25,mw,,,,,iscgem,iscgem903917,2022-04-25T21:29:25.255Z,"83 km E of Ishinomaki, Japan",earthquake,,17.4,0.33,,reviewed,iscgem,iscgem
1936-10-25T15:30:24.070Z,34.438,140.659,60,5.64,mw,,,,,iscgem,iscgem903901,2022-04-25T21:28:58.894Z,"84 km SSE of Katsuura, Japan",earthquake,,11.2,0.25,,reviewed,iscgem,iscgem
1936-10-25T04:58:47.470Z,33.661,139.395,15,5.55,mw,,,,,iscgem,iscgem903900,2022-04-25T21:28:53.493Z,"120 km SSE of Shimoda, Japan",earthquake,,11.2,0.2,,reviewed,iscgem,iscgem
1936-10-24T16:02:37.050Z,31.058,142.37,15,5.83,mw,,,,,iscgem,iscgem903899,2022-04-25T21:28:52.210Z,"Izu Islands, Japan region",earthquake,,17.5,0.2,,reviewed,iscgem,iscgem
1936-10-05T07:10:12.940Z,30.229,141.677,15,5.91,mw,,,,,iscgemsup,iscgemsup903865,2022-05-09T17:11:03.254Z,"Izu Islands, Japan region",earthquake,,9.8,0.71,,reviewed,iscgemsup,iscgemsup
1936-09-18T18:38:29.840Z,31.123,142.03,15,6.14,mw,,,,,iscgem,iscgem903843,2022-04-25T21:27:27.067Z,"Izu Islands, Japan region",earthquake,,15.1,0.32,,reviewed,iscgem,iscgem
1936-09-04T08:09:37.240Z,31.375,142.34,15,6.27,mw,,,,,iscgem,iscgem903826,2022-04-25T21:27:01.134Z,"Izu Islands, Japan region",earthquake,,37.8,0.22,,reviewed,iscgem,iscgem
1936-09-03T19:51:35.850Z,30.539,142.724,15,5.87,mw,,,,,iscgem,iscgem903825,2022-04-25T21:26:59.796Z,"Izu Islands, Japan region",earthquake,,13,0.2,,reviewed,iscgem,iscgem
1936-07-23T07:05:23.760Z,30.545,141.525,15,5.69,mw,,,,,iscgem,iscgem903755,2022-04-25T21:25:19.824Z,"Izu Islands, Japan region",earthquake,,12.2,0.2,,reviewed,iscgem,iscgem
1936-06-28T08:10:25.100Z,31.934,142.264,15,5.92,mw,,,,,iscgem,iscgem903711,2022-04-25T21:24:28.147Z,"Izu Islands, Japan region",earthquake,,20.3,0.39,,reviewed,iscgem,iscgem
1936-06-04T13:08:22.840Z,34.836,142.04,15,5.8,mw,,,,,iscgem,iscgem903664,2022-04-25T21:23:13.331Z,"148 km SE of Hasaki, Japan",earthquake,,19.8,0.2,,reviewed,iscgem,iscgem
1936-06-03T02:55:35.530Z,41.671,142.265,35,6.19,mw,,,,,iscgem,iscgem903660,2022-04-25T21:23:12.071Z,"74 km S of Shizunai-furukawach?, Japan",earthquake,,10.7,0.2,,reviewed,iscgem,iscgem
1936-04-29T16:46:41.590Z,31.351,143.026,15,5.71,mw,,,,,iscgem,iscgem903600,2022-04-25T21:21:58.380Z,"Izu Islands, Japan region",earthquake,,25.7,0.2,,reviewed,iscgem,iscgem
1936-03-11T00:43:52.300Z,39.489,143.54,20,5.95,mw,,,,,iscgem,iscgem903515,2022-04-25T21:20:53.793Z,"136 km E of Yamada, Japan",earthquake,,12.9,0.52,,reviewed,iscgem,iscgem
1936-03-10T20:35:54.340Z,41.866,144.512,25,6.2,mw,,,,,iscgem,iscgem903514,2022-04-25T21:20:52.541Z,"123 km S of Kushiro, Japan",earthquake,,16,0.2,,reviewed,iscgem,iscgem
1936-03-02T03:19:04.850Z,41.84,144.437,25,6.72,mw,,,,,iscgem,iscgem903499,2022-04-25T21:08:11.393Z,"126 km S of Kushiro, Japan",earthquake,,16,0.25,,reviewed,iscgem,iscgem
1936-02-21T01:07:58.940Z,34.502,135.711,10,6.02,mw,,,,,iscgem,iscgem903482,2022-04-25T21:20:26.245Z,"6 km NNW of Gose, Japan",earthquake,,7.8,0.38,,reviewed,iscgem,iscgem
1935-10-19T02:38:57.700Z,40.094,144.181,15,5.37,mw,,,,,iscgemsup,iscgemsup904600,2022-05-09T17:17:04.485Z,"197 km ENE of Miyako, Japan",earthquake,,6.1,0.52,,reviewed,iscgemsup,iscgemsup
1935-10-18T21:51:28.470Z,40.393,143.711,15,5.66,mw,,,,,iscgem,iscgem904597,2022-04-25T21:37:40.027Z,"172 km ENE of Miyako, Japan",earthquake,,9.4,0.51,,reviewed,iscgem,iscgem
1935-10-18T14:53:54.090Z,40.271,143.96,15,6.48,mw,,,,,iscgem,iscgem904596,2022-04-25T21:37:38.698Z,"185 km ENE of Miyako, Japan",earthquake,,9.7,0.37,,reviewed,iscgem,iscgem
1935-10-18T00:11:59.680Z,40.232,144.06,15,7.19,mw,,,,,iscgem,iscgem904591,2022-04-25T21:37:36.416Z,"192 km ENE of Miyako, Japan",earthquake,,6.1,0.32,,reviewed,iscgem,iscgem
1935-10-13T01:57:29.230Z,40.511,143.807,20,5.93,mw,,,,,iscgem,iscgem904580,2022-04-25T21:08:43.776Z,"185 km ENE of Miyako, Japan",earthquake,,9.7,0.39,,reviewed,iscgem,iscgem
1935-10-12T18:14:11.520Z,40.16,143.405,20,5.85,mw,,,,,iscgem,iscgem904579,2022-04-25T21:37:20.746Z,"137 km ENE of Miyako, Japan",earthquake,,14.5,0.52,,reviewed,iscgem,iscgem
1935-10-12T17:00:32.420Z,40.383,143.128,20,5.74,mw,,,,,iscgem,iscgem904578,2022-04-25T21:37:15.293Z,"130 km NE of Miyako, Japan",earthquake,,12.4,0.2,,reviewed,iscgem,iscgem
1935-10-12T16:45:23.640Z,40.176,143.378,15,7.12,mw,,,,,iscgem,iscgem904577,2022-04-25T21:37:13.592Z,"136 km ENE of Miyako, Japan",earthquake,,14.5,0.58,,reviewed,iscgem,iscgem
1935-10-02T05:32:57.970Z,43.222,146.854,35,6.49,mw,,,,,iscgem,iscgem904553,2022-04-25T21:37:00.314Z,"65 km S of Shikotan, Russia",earthquake,,17.9,0.39,,reviewed,iscgem,iscgem
1935-09-24T16:53:51.770Z,33.259,138.837,15,5.42,mw,,,,,iscgemsup,iscgemsup904537,2022-05-09T17:16:44.870Z,"157 km S of Shimoda, Japan",earthquake,,11.9,0.43,,reviewed,iscgemsup,iscgemsup
1935-09-18T20:09:12.730Z,41.026,143.76,20,5.9,mw,,,,,iscgem,iscgem904525,2022-04-25T21:36:13.000Z,"185 km SE of Shizunai-furukawach?, Japan",earthquake,,15.5,0.24,,reviewed,iscgem,iscgem
1935-09-18T08:23:54.380Z,42.083,142.926,35,6.12,mw,,,,,iscgem,iscgem904523,2022-04-25T21:36:07.862Z,"53 km ESE of Shizunai-furukawach?, Japan",earthquake,,10.8,0.29,,reviewed,iscgem,iscgem
1935-09-11T14:04:03.360Z,43.424,146.618,35,7.46,mw,,,,,iscgem,iscgem904513,2022-04-25T21:35:49.569Z,"42 km SSW of Shikotan, Russia",earthquake,,5,0.43,,reviewed,iscgem,iscgem
1935-08-27T14:30:13.290Z,39.968,143.771,20,5.86,mw,,,,,iscgem,iscgem904485,2022-04-25T21:35:40.249Z,"160 km ENE of Miyako, Japan",earthquake,,6.1,0.49,,reviewed,iscgem,iscgem
1935-08-17T07:23:00.690Z,37.302,141.846,25,5.48,mw,,,,,iscgem,iscgem904465,2022-04-25T21:35:29.856Z,"77 km ESE of Namie, Japan",earthquake,,9.1,0.22,,reviewed,iscgem,iscgem
1935-07-19T00:49:46.530Z,36.597,141.615,10,6.85,mw,,,,,iscgem,iscgem904408,2022-04-25T21:34:48.219Z,"80 km ESE of Kitaibaraki, Japan",earthquake,,4.6,0.2,,reviewed,iscgem,iscgem
1935-07-11T08:24:50.750Z,34.962,138.542,35,6.08,mw,,,,,iscgem,iscgem904387,2022-04-25T21:34:28.116Z,"14 km E of Shizuoka, Japan",earthquake,,6.9,0.2,,reviewed,iscgem,iscgem
1935-06-28T18:57:52.780Z,34.869,140.445,25,5.46,mw,,,,,iscgem,iscgem904362,2022-04-25T21:33:47.890Z,"32 km SSE of Katsuura, Japan",earthquake,,11.7,0.33,,reviewed,iscgem,iscgem
1935-03-30T21:19:42.490Z,37.315,141.928,35,6.56,mw,,,,,iscgem,iscgem904174,2022-04-25T21:32:15.285Z,"84 km ESE of Namie, Japan",earthquake,,9.1,0.28,,reviewed,iscgem,iscgem
1935-02-19T20:10:24.030Z,35.599,140.836,25,5.69,mw,,,,,iscgem,iscgem904090,2022-04-25T21:31:45.359Z,"14 km S of Hasaki, Japan",earthquake,,11.3,0.4,,reviewed,iscgem,iscgem
1935-01-19T11:14:27.160Z,40.986,143.593,35,5.77,mw,,,,,iscgem,iscgem904051,2022-04-25T21:31:06.120Z,"181 km SE of Shizunai-furukawach?, Japan",earthquake,,12.2,0.44,,reviewed,iscgem,iscgem
1934-11-08T03:25:47.620Z,37.162,138.016,15,5.71,mw,,,,,iscgem,iscgem905262,2022-04-25T21:49:46.769Z,"19 km W of J?etsu, Japan",earthquake,,6.2,0.37,,reviewed,iscgem,iscgem
1934-10-26T17:11:08.800Z,29.163,131.569,20,6.62,mw,,,,,iscgem,iscgem905233,2022-04-25T21:49:33.988Z,"155 km SE of Koshima, Japan",earthquake,,15.2,0.37,,reviewed,iscgem,iscgem
1934-09-16T13:15:03.090Z,29.44,129.926,15,5.67,mw,,,,,iscgem,iscgem905176,2022-04-25T21:48:53.315Z,"103 km SSW of Yudomari, Japan",earthquake,,20.2,0.58,,reviewed,iscgem,iscgem
1934-09-13T14:18:17.400Z,30.961,130.927,15,5.55,mw,,,,,iscgem,iscgem905172,2022-04-25T21:48:41.772Z,"26 km NNW of Nishinoomote, Japan",earthquake,,13.6,0.58,,reviewed,iscgem,iscgem
1934-09-13T03:04:56.730Z,30.644,130.516,15,5.62,mw,,,,,iscgem,iscgem905169,2022-04-25T21:48:40.565Z,"24 km NNW of Miyanoura, Japan",earthquake,,43.7,0.2,,reviewed,iscgem,iscgem
1934-09-12T17:42:55.040Z,30.647,131.137,35,5.58,mw,,,,,iscgem,iscgem905168,2022-04-25T21:48:39.442Z,"16 km SE of Nishinoomote, Japan",earthquake,,13.6,0.57,,reviewed,iscgem,iscgem
1934-09-12T15:35:52.440Z,30.225,130.111,15,5.53,mw,,,,,iscgem,iscgem905167,2022-04-25T21:48:38.337Z,"30 km W of Kurio, Japan",earthquake,,56,0.2,,reviewed,iscgem,iscgem
1934-09-12T14:27:06.560Z,30.805,130.452,15,6.08,mw,,,,,iscgem,iscgem905166,2022-04-25T21:48:37.089Z,"43 km NNW of Miyanoura, Japan",earthquake,,20.2,0.29,,reviewed,iscgem,iscgem
1934-08-26T09:19:17.540Z,39.039,143.594,15,5.7,mw,,,,,iscgem,iscgem905123,2022-04-25T21:48:08.720Z,"149 km ESE of Yamada, Japan",earthquake,,9.3,0.26,,reviewed,iscgem,iscgem
1934-08-23T22:34:07.990Z,36.363,143.316,15,5.46,mw,,,,,iscgem,iscgem905118,2022-04-25T21:48:05.709Z,"230 km ESE of Iwaki, Japan",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1934-08-18T02:38:38.230Z,35.587,137.031,15,5.86,mw,,,,,iscgem,iscgem905110,2022-04-25T21:47:47.177Z,"11 km N of Minokamo, Japan",earthquake,,9.5,0.31,,reviewed,iscgem,iscgem
1934-08-03T09:36:06.990Z,40.172,142.756,35,5.65,mw,,,,,iscgem,iscgem905089,2022-04-25T21:47:20.252Z,"90 km NE of Miyako, Japan",earthquake,,10.6,0.2,,reviewed,iscgem,iscgem
1934-07-12T09:51:43.370Z,38.459,144.259,15,5.8,mw,,,,,iscgem,iscgem905027,2022-04-25T21:46:01.538Z,"226 km ESE of Kamaishi, Japan",earthquake,,8,0.23,,reviewed,iscgem,iscgem
1934-07-06T18:39:14.450Z,40.102,143.845,35,5.38,mw,,,,,iscgemsup,iscgemsup905019,2022-05-09T17:19:13.703Z,"170 km ENE of Miyako, Japan",earthquake,,6.1,0.23,,reviewed,iscgemsup,iscgemsup
1934-06-06T16:34:59.930Z,43.182,149.429,15,5.5,mw,,,,,iscgem,iscgem904973,2022-04-25T21:45:27.329Z,"229 km ESE of Shikotan, Russia",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1934-06-06T06:23:46.010Z,42.592,147.564,15,5.98,mw,,,,,iscgem,iscgem904971,2022-04-25T21:45:26.179Z,"150 km SSE of Shikotan, Russia",earthquake,,33.1,0.2,,reviewed,iscgem,iscgem
1934-05-03T01:31:07.930Z,27.851,143.609,15,6.01,mw,,,,,iscgem,iscgem904917,2022-04-25T21:44:40.111Z,"Bonin Islands, Japan region",earthquake,,9.7,0.26,,reviewed,iscgem,iscgem
1934-04-28T23:25:44.620Z,39.678,144.357,15,5.61,mw,,,,,iscgem,iscgem904911,2022-04-25T21:44:37.906Z,"207 km E of Miyako, Japan",earthquake,,21.9,0.2,,reviewed,iscgem,iscgem
1934-04-27T09:16:33.360Z,39.088,144.592,15,5.61,mw,,,,,iscgem,iscgem904907,2022-04-25T21:44:34.332Z,"231 km ESE of Yamada, Japan",earthquake,,18,0.2,,reviewed,iscgem,iscgem
1934-04-06T19:09:35.020Z,37.594,141.224,35,6.01,mw,,,,,iscgem,iscgem904872,2022-04-25T21:44:02.309Z,"23 km ENE of Namie, Japan",earthquake,,18.9,0.2,,reviewed,iscgem,iscgem
1934-04-03T22:31:59.300Z,27.449,140.927,15,5.74,mw,,,,,iscgem,iscgem904869,2022-04-25T21:43:56.436Z,"Bonin Islands, Japan region",earthquake,,25,0.26,,reviewed,iscgem,iscgem
1934-03-21T05:38:32.050Z,39.437,143.726,35,5.57,mw,,,,,iscgem,iscgem904854,2022-04-25T21:43:36.541Z,"152 km E of Yamada, Japan",earthquake,,12.9,0.2,,reviewed,iscgem,iscgem
1934-03-21T03:39:51.000Z,34.783,139.068,15,5.25,mw,,,,,iscgem,iscgem904853,2022-04-25T21:43:35.157Z,"16 km NE of Shimoda, Japan",earthquake,,3.3,0.3,,reviewed,iscgem,iscgem
1934-03-21T00:54:04.280Z,39.441,144.161,15,5.79,mw,,,,,iscgem,iscgem904852,2022-04-25T21:09:09.693Z,"190 km E of Yamada, Japan",earthquake,,11,0.2,,reviewed,iscgem,iscgem
1934-02-10T22:01:51.490Z,37.247,142.466,35,5.86,mw,,,,,iscgem,iscgem904786,2022-04-25T21:42:16.097Z,"132 km ESE of Namie, Japan",earthquake,,12.7,0.21,,reviewed,iscgem,iscgem
1933-12-21T23:08:49.260Z,29.312,142.898,15,5.91,mw,,,,,iscgem,iscgem905962,2022-04-25T22:01:45.925Z,"Izu Islands, Japan region",earthquake,,25,0.31,,reviewed,iscgem,iscgem
1933-10-23T00:41:31.470Z,39.716,143.98,15,5.57,mw,,,,,iscgem,iscgem905885,2022-04-25T21:59:53.557Z,"175 km E of Miyako, Japan",earthquake,,11,0.2,,reviewed,iscgem,iscgem
1933-10-21T02:44:18.390Z,34.798,142.287,15,5.87,mw,,,,,iscgem,iscgem905883,2022-04-25T21:59:50.129Z,"off the east coast of Honshu, Japan",earthquake,,36.6,0.2,,reviewed,iscgem,iscgem
1933-10-03T18:38:52.900Z,37.228,138.888,15,5.98,mw,,,,,iscgem,iscgem905858,2022-04-25T21:59:38.592Z,"11 km SE of Ojiya, Japan",earthquake,,3.3,0.2,,reviewed,iscgem,iscgem
1933-10-01T14:34:59.270Z,35.783,143.025,15,5.55,mw,,,,,iscgem,iscgem905846,2022-04-25T21:59:32.398Z,"198 km E of Hasaki, Japan",earthquake,,7.8,0.38,,reviewed,iscgem,iscgem
1933-09-21T19:43:33.120Z,38.663,144.058,15,5.76,mw,,,,,iscgem,iscgem905825,2022-04-25T21:59:00.901Z,"201 km ESE of Kamaishi, Japan",earthquake,,25,0.68,,reviewed,iscgem,iscgem
1933-09-21T13:42:15.900Z,38.721,144.115,15,5.75,mw,,,,,iscgem,iscgem905824,2022-04-25T21:58:59.710Z,"204 km ESE of Kamaishi, Japan",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1933-09-21T09:47:59.990Z,38.578,143.323,15,6.3,mw,,,,,iscgem,iscgem905823,2022-04-25T21:58:58.660Z,"off the east coast of Honshu, Japan",earthquake,,9.5,0.29,,reviewed,iscgem,iscgem
1933-09-17T03:59:30.030Z,40.232,143.753,35,5.4,mw,,,,,iscgemsup,iscgemsup905817,2022-05-09T17:24:36.547Z,"167 km ENE of Miyako, Japan",earthquake,,6.1,0.62,,reviewed,iscgemsup,iscgemsup
1933-09-15T16:19:39.670Z,27.799,131.311,15,5.53,mw,,,,,iscgem,iscgem905815,2022-04-25T21:58:55.144Z,"190 km ESE of Naze, Japan",earthquake,,14.4,0.39,,reviewed,iscgem,iscgem
1933-09-02T21:13:54.170Z,43.521,149.629,15,5.55,mw,,,,,iscgem,iscgem905794,2022-04-25T21:58:45.157Z,"east of the Kuril Islands",earthquake,,11.1,0.2,,reviewed,iscgem,iscgem
1933-08-18T08:19:45.550Z,29.063,130.324,35,5.75,mw,,,,,iscgem,iscgem905766,2022-04-25T21:58:09.425Z,"112 km NE of Naze, Japan",earthquake,,19.8,0.2,,reviewed,iscgem,iscgem
1933-07-20T23:13:55.920Z,38.659,144.946,15,5.76,mw,,,,,iscgem,iscgem905728,2022-04-25T21:57:21.133Z,"274 km ESE of Yamada, Japan",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1933-07-11T06:49:59.000Z,34.727,141.948,35,5.69,mw,,,,,iscgem,iscgem905701,2022-04-25T21:56:42.077Z,"150 km SE of Hasaki, Japan",earthquake,,12.8,0.2,,reviewed,iscgem,iscgem
1933-07-10T00:21:33.300Z,38.943,144.675,15,5.99,mw,,,,,iscgem,iscgem905696,2022-04-25T21:56:37.926Z,"242 km ESE of Yamada, Japan",earthquake,,18,0.2,,reviewed,iscgem,iscgem
1933-06-18T21:37:36.740Z,38.083,142.484,30,7.25,mw,,,,,iscgem,iscgem905646,2022-04-25T21:55:47.192Z,"110 km ESE of Ishinomaki, Japan",earthquake,,11.4,0.3,,reviewed,iscgem,iscgem
1933-06-18T13:11:05.550Z,29.505,142.749,15,5.77,mw,,,,,iscgem,iscgem905645,2022-04-25T21:55:41.783Z,"Izu Islands, Japan region",earthquake,,8.5,0.2,,reviewed,iscgem,iscgem
1933-06-13T20:33:41.290Z,41.077,143.427,35,6.23,mw,,,,,iscgem,iscgem905636,2022-04-25T21:55:36.449Z,"165 km SSE of Shizunai-furukawach?, Japan",earthquake,,12.2,0.33,,reviewed,iscgem,iscgem
1933-06-12T21:08:20.210Z,38.935,142.523,35,5.73,mw,,,,,iscgem,iscgem905633,2022-04-25T21:55:34.747Z,"near the east coast of Honshu, Japan",earthquake,,9.3,0.2,,reviewed,iscgem,iscgem
1933-06-08T18:10:42.130Z,40.216,144.712,15,6.14,mw,,,,,iscgem,iscgem905626,2022-04-25T21:55:29.889Z,"245 km ENE of Miyako, Japan",earthquake,,19.5,0.31,,reviewed,iscgem,iscgem
1933-06-02T07:38:48.720Z,30.949,131.477,35,6.23,mw,,,,,iscgem,iscgem905610,2022-04-25T21:55:21.040Z,"51 km ENE of Nishinoomote, Japan",earthquake,,5.3,0.46,,reviewed,iscgem,iscgem
1933-05-23T16:36:30.660Z,30.442,131.093,35,5.55,mw,,,,,iscgem,iscgem905594,2022-04-25T21:55:07.528Z,"33 km SSE of Nishinoomote, Japan",earthquake,,13.6,0.48,,reviewed,iscgem,iscgem
1933-05-07T22:59:21.690Z,28.737,134.443,15,5.74,mw,,,,,iscgem,iscgem905556,2022-04-25T21:54:32.826Z,"west of the Bonin Islands, Japan",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1933-04-25T01:57:30.880Z,39.378,143.701,15,5.55,mw,,,,,iscgem,iscgem905537,2022-04-25T21:54:06.824Z,"151 km E of Yamada, Japan",earthquake,,12.9,0.2,,reviewed,iscgem,iscgem
1933-04-23T08:25:58.390Z,39.376,143.943,15,5.41,mw,,,,,iscgemsup,iscgemsup905535,2022-05-09T17:22:30.347Z,"171 km E of Yamada, Japan",earthquake,,11,0.32,,reviewed,iscgemsup,iscgemsup
1933-04-23T07:13:44.640Z,39.23,143.417,15,6.37,mw,,,,,iscgem,iscgem905534,2022-04-25T21:54:00.575Z,"129 km ESE of Yamada, Japan",earthquake,,9.3,0.46,,reviewed,iscgem,iscgem
1933-04-21T20:39:44.550Z,34.164,141.773,15,5.51,mw,,,,,iscgem,iscgem905531,2022-04-25T21:53:52.415Z,"172 km SE of Katsuura, Japan",earthquake,,19.8,0.51,,reviewed,iscgem,iscgem
1933-04-19T02:55:28.630Z,39.868,144.935,15,5.87,mw,,,,,iscgem,iscgem905526,2022-04-25T21:53:41.654Z,"257 km E of Miyako, Japan",earthquake,,5.6,0.21,,reviewed,iscgem,iscgem
1933-04-09T10:30:16.900Z,39.411,144.679,15,5.79,mw,,,,,iscgem,iscgem905509,2022-04-25T21:53:15.177Z,"235 km E of Yamada, Japan",earthquake,,21.9,0.29,,reviewed,iscgem,iscgem
1933-04-09T02:46:39.300Z,39.491,143.743,15,6.7,mw,,,,,iscgem,iscgem905505,2022-04-25T21:53:12.505Z,"154 km E of Yamada, Japan",earthquake,,12.9,0.25,,reviewed,iscgem,iscgem
1933-04-02T10:10:38.800Z,40.294,142.889,35,5.71,mw,,,,,iscgem,iscgem905498,2022-04-25T21:53:11.095Z,"108 km NE of Miyako, Japan",earthquake,,12.4,0.2,,reviewed,iscgem,iscgem
1933-03-25T12:50:19.920Z,32.892,130.877,15,5.45,mw,,,,,iscgem,iscgem905488,2022-04-25T21:53:07.011Z,"1 km NNE of ?zu, Japan",earthquake,,4.2,0.51,,reviewed,iscgem,iscgem
1933-03-14T16:04:44.410Z,39.688,144.445,15,5.12,mw,,,,,iscgemsup,iscgemsup905470,2022-05-09T17:22:02.370Z,"214 km E of Miyako, Japan",earthquake,,21.9,0.2,,reviewed,iscgemsup,iscgemsup
1933-03-13T07:15:00.620Z,35.835,142.52,15,5.64,mw,,,,,iscgem,iscgem905464,2022-04-25T21:52:53.275Z,"152 km E of Hasaki, Japan",earthquake,,10.5,0.56,,reviewed,iscgem,iscgem
1933-03-12T05:05:57.380Z,39.485,143.927,15,5.75,mw,,,,,iscgemsup,iscgemsup905461,2022-05-09T17:22:01.260Z,"170 km E of Yamada, Japan",earthquake,,11,0.92,,reviewed,iscgemsup,iscgemsup
1933-03-11T14:22:05.510Z,42.938,147.837,15,6.27,mw,,,,,iscgem,iscgem905458,2022-04-25T21:52:51.576Z,"131 km SE of Shikotan, Russia",earthquake,,12,0.35,,reviewed,iscgem,iscgem
1933-03-08T01:35:39.040Z,39.79,143.482,15,5.9,mw,,,,,iscgem,iscgem905453,2022-04-25T21:52:44.566Z,"133 km E of Miyako, Japan",earthquake,,14.5,0.2,,reviewed,iscgem,iscgem
1933-03-04T06:44:34.220Z,39.584,143.636,15,5.42,mw,,,,,iscgemsup,iscgemsup905443,2022-05-09T17:21:46.564Z,"145 km E of Yamada, Japan",earthquake,,12.9,0.68,,reviewed,iscgemsup,iscgemsup
1933-03-03T19:07:25.110Z,39.442,143.903,15,5.95,mw,,,,,iscgem,iscgem905440,2022-04-25T21:52:39.352Z,"168 km E of Yamada, Japan",earthquake,,11,0.27,,reviewed,iscgem,iscgem
1933-03-03T16:11:42.520Z,39.65,144.816,15,5.66,mw,,,,,iscgem,iscgem905438,2022-04-25T21:52:33.499Z,"246 km E of Miyako, Japan",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1933-03-03T15:50:49.100Z,39.423,144.325,15,5.69,mw,,,,,iscgem,iscgem905437,2022-04-25T21:52:27.804Z,"204 km E of Yamada, Japan",earthquake,,21.9,0.66,,reviewed,iscgem,iscgem
1933-03-03T15:02:09.680Z,39.571,144.18,15,6.07,mw,,,,,iscgem,iscgem905435,2022-04-25T21:52:21.503Z,"192 km E of Yamada, Japan",earthquake,,11,0.2,,reviewed,iscgem,iscgem
1933-03-03T11:56:36.530Z,39.332,143.772,15,5.73,mw,,,,,iscgem,iscgem905433,2022-04-25T21:52:15.207Z,"157 km E of Yamada, Japan",earthquake,,11,0.48,,reviewed,iscgem,iscgem
1933-03-03T09:38:34.850Z,39.967,144.108,15,6.02,mw,,,,,iscgem,iscgem905430,2022-04-25T21:52:13.524Z,"188 km E of Miyako, Japan",earthquake,,6.1,0.52,,reviewed,iscgem,iscgem
1933-03-03T09:12:54.160Z,39.275,143.638,15,6.36,mw,,,,,iscgem,iscgem905429,2022-04-25T21:52:08.377Z,"147 km E of Yamada, Japan",earthquake,,12.9,0.49,,reviewed,iscgem,iscgem
1933-03-03T04:37:47.570Z,38.806,144.234,15,5.86,mw,,,,,iscgem,iscgem905428,2022-04-25T21:52:06.821Z,"210 km ESE of Yamada, Japan",earthquake,,23.9,0.29,,reviewed,iscgem,iscgem
1933-03-03T00:18:20.890Z,39.764,143.993,15,5.75,mw,,,,,iscgem,iscgem905426,2022-04-25T21:52:03.320Z,"176 km E of Miyako, Japan",earthquake,,6.1,0.48,,reviewed,iscgem,iscgem
1933-03-02T20:42:54.270Z,39.786,143.605,15,6.14,mw,,,,,iscgemsup,iscgemsup905423,2022-05-09T17:21:35.629Z,"143 km E of Miyako, Japan",earthquake,,14.5,0.83,,reviewed,iscgemsup,iscgemsup
1933-03-02T19:41:41.980Z,39.711,143.65,15,5.74,mw,,,,,iscgemsup,iscgemsup905422,2022-05-09T17:21:34.297Z,"146 km E of Miyako, Japan",earthquake,,12.9,0.74,,reviewed,iscgemsup,iscgemsup
1933-03-02T17:31:00.000Z,39.209,144.59,15,8.4,mw,,,,,official,official19330302173100_30,2022-04-25T21:51:57.876Z,"1933 Sanriku (Sanriku-oki) Earthquake, Japan",earthquake,,,,,automatic,iscgem,official
1933-02-20T09:51:08.020Z,36.96,142.472,15,5.56,mw,,,,,iscgem,iscgem905396,2022-04-25T21:51:33.835Z,"141 km E of Iwaki, Japan",earthquake,,12.7,0.28,,reviewed,iscgem,iscgem
1933-01-08T06:28:57.170Z,40.458,143.943,35,5.93,mw,,,,,iscgem,iscgem905342,2022-04-25T21:50:56.158Z,"193 km ENE of Miyako, Japan",earthquake,,9.7,0.6,,reviewed,iscgem,iscgem
1933-01-07T04:06:44.390Z,40.57,143.746,15,6.63,mw,,,,,iscgem,iscgem905338,2022-04-25T21:50:55.036Z,"184 km ENE of Miyako, Japan",earthquake,,9.4,0.56,,reviewed,iscgem,iscgem
1933-01-04T01:24:48.250Z,26.025,144.252,20,6.24,mw,,,,,iscgem,iscgem905331,2022-04-25T21:50:52.700Z,"Bonin Islands, Japan region",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1933-01-03T15:27:05.320Z,40.745,144.006,15,6.13,mw,,,,,iscgem,iscgem905329,2022-04-25T21:50:51.539Z,"213 km E of Hachinohe, Japan",earthquake,,9.7,0.7,,reviewed,iscgem,iscgem
1932-11-27T03:37:21.790Z,28.984,143.564,15,5.68,mw,,,,,iscgem,iscgem906470,2022-04-25T22:09:41.775Z,"Bonin Islands, Japan region",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1932-11-26T04:24:01.240Z,42.35,142.466,57.5,6.28,mw,,,,,iscgem,iscgem906467,2022-04-25T22:09:35.471Z,"8 km ENE of Shizunai-furukawach?, Japan",earthquake,,45.5,0.3,,reviewed,iscgem,iscgem
1932-11-10T10:56:33.860Z,32.453,141.859,15,5.1,mw,,,,,iscgemsup,iscgemsup906450,2022-05-09T17:29:08.462Z,"Izu Islands, Japan region",earthquake,,28.8,0.65,,reviewed,iscgemsup,iscgemsup
1932-09-03T11:58:54.220Z,40.929,143.313,25,6.28,mw,,,,,iscgem,iscgem906356,2022-04-25T22:08:24.116Z,"160 km ENE of Hachinohe, Japan",earthquake,,12.2,0.26,,reviewed,iscgem,iscgem
